id_caserne,no_caserne,adresse,nom_ssi,coord_x,coord_y
"644","31","480, boul. Sir-Wilfrid-Laurier, Mont-Saint-Hilaire J3H6H4",RIM-Vallée-du-Richelieu,-73.1816805415108,45.5661629437047
"1290",TEM-09,7 Rue Bordeleau Fugèreville J0Z2A0,Régie du Témiscamingue (RISIT),-79.1984431534313,47.3965362579623
"985","93",65 Route 138  Port-Cartier G0H1R0,SSI Port-Cartier,-66.8939334385992,50.0261194649268
"1263","1","4455, avenue Jean Duchesne, Shawinigan-Sud, Qc. G9N 6T5",SSI Shawinigan,-72.7181273881746,46.5025615765317
"1282","10",2 Rue Dumont Est Rouyn-Noranda J0Y1C0,SSI Rouyn-Noranda,-78.3804645705963,48.2216404796957
"1274","5",106 Chemin de Val-du-Repos Val-d'Or J9P0C3,SSI Val-d'Or,-77.737019786331,48.1572227219123
"1288",TEM-15,17 Rue Clermont Lorrainville J0Z2R0,Régie du Témiscamingue (RISIT),-79.3520905715529,47.3591728042665
"1286",TEM-18,1402 Rue Principale Saint-Édouard-de-Fabre J0Z1Z0,Régie du Témiscamingue (RISIT),-79.3670278070645,47.2032781865884
"1287",TEM-16,22 Rue Dubé Ville-Marie J9V1N9,Régie du Témiscamingue (RISIT),-79.4309955682019,47.3286399050848
"1270",TEM-12,802 Chemin du Village Laforce J0Z2J0,SSI Fugèreville,-78.727691837857,47.536661393486
"1292",TEM-08,11 Rue Saint-Isidore Ouest Laverlochère-Angliers J0Z2P0,SSI Laverlochère-Angliers,-79.3050470736203,47.4228565125962
"1293",TEM-11,1050 Chemin de Grassy Narrow Moffet J0Z2W0,SSI Fugèreville,-78.9424292121268,47.5581203773535
"1275","1","111, 9e rue Rouyn-Noranda",SSI Rouyn-Noranda,-79.0195540245375,48.2476471591126
"1276","2",3862 Rang des Cyprès Rouyn-Noranda J9Y1N7,SSI Rouyn-Noranda,-79.152835559395,48.1131314499161
"1277","3",30 Avenue Payeur Rouyn-Noranda J0Z1Y0,SSI Rouyn-Noranda,-79.1278168526023,48.2418445255857
"1278","4",3 Rue d'Arntfield Rouyn-Noranda J0Z1B0,SSI Rouyn-Noranda,-79.2560711835571,48.198543456033
"1279","5",9632 Boulevard Rideau Rouyn-Noranda J0Z2X0,SSI Rouyn-Noranda,-79.2579446822472,48.0446879414373
"1280","8",6053 Rang de Sainte-Agnès Rouyn-Noranda J0Z1K0,SSI Rouyn-Noranda,-78.9382278558925,48.0983198413719
"1281","9",170 Rue de McWatters Rouyn-Noranda J9Y0H2,SSI Rouyn-Noranda,-78.9161284875528,48.212922629081
"1283","11",10777 Route d'Aiguebelle Rouyn-Noranda J0Z2Y0,SSI Rouyn-Noranda,-78.7139857656573,48.3667907850101
"1284","12",8002 Rue du Souvenir Rouyn-Noranda J0Z1P0,SSI Rouyn-Noranda,-78.8672492165183,48.3657026576214
"1077","1","  6900 rue Guillaume-Couture, Lévis G6V 8X7",SSI Lévis,-71.1597393419325,46.8102030348233
"1387","1",1570 Route du Carrefour Val-des-Monts J8N7G2,,-75.6283704814854,45.6119755412406
"86","2",648 Boulevard renault  Beauceville G5X1N1,SSI Beauceville,-70.7734928559927,46.2050591238587
"1261","2","8 rue Jeannine, La Croche, Qc. G0X 1R0",SSI La Tuque,-72.7424480400632,47.5852110075124
"1218","51","1 Boulevard du Frère-André, Mont-Saint-Grégoire J0J1A0",RIM-Mont-St-Grégoire/Ste-Brigide,-73.16011794,45.3356466309303
"1219","50","720 rue principale, Sainte-Brigide-d'Iberville J0J1X0",RIM-Mont-St-Grégoire/Ste-Brigide,-73.0610961511639,45.3202157837095
"1220",PS 34,"760 rue principale, saint-blaise-sur-richelieu, J0J1W0",SSI Napierville,-73.2853073334918,45.2107237501407
"1215","10","203, Chemin Lejeune Trois-Rives G0X2C0",RIM-Vallée du Saint-Maurice,-72.6935078219909,46.9188727886319
"781","6","206, 8e avenue, Deux-Montagnes J7R3K3",SSI Deux-Montagnes/Ste-Marthe-sur-le-Lac,-73.8933372985572,45.5418563078477
"1135","1","4900, Côte de Terrebonne, Terrebonne J6W6J4",SSI Terrebonne,-73.6540261746371,45.6957124829991
"681","2","3800, rue Pascal-Gagnon, Terrebonne J6X4J2",SSI Terrebonne,-73.6744176958033,45.7298154227303
"1221","5","1105, rue Armand-Bombardier, suite 107, Terrebonne J6Y1R8",SSI Terrebonne,-73.7830494386943,45.6868590654516
"1222","40","1225, boul. de L’Ange-Gardien Nord, L'Assomption J5W 1N7",SSI L'Assomption,-73.4274151183868,45.8488957000665
"1389","3",75 Chemin du Pont Val-des-Monts J8N2J2,,-75.7004262297811,45.7861190800608
"1233","2","60 Suzanne Baie Jacques, Ascot Corner",RIM-East Angus (R4902),-71.7691799079874,45.4470291148864
"1214","8","1210, Route Ducharme St-Rock-de-Mékinac G0X2E0",RIM-Vallée du Saint-Maurice,-72.7676991187582,46.8105279397567
"1217","9","620, 5  avenue Grande-Piles G0X1H0",RIM-Vallée du Saint-Maurice,-72.7247576280662,46.6873874156875
"1299","3",182 1ere rue Est Amos J9T2G1,SSI Amos,-78.1129636690668,48.5645878334904
"1196","3","890, Route 309, Saint-Aimé-du Lac-des-Îles J0W1J0",SSI Mont-Laurier,-75.5118379777383,46.4039119167112
"1224","16","3, rue Lavoie, Rivière-Rouge J0T1T0",RISI Vallée de la Rouge,-74.9944239135181,46.5172809594979
"1225","1","1255, Chemin des Hauteurs, Saint-Hippolyte J8A1T4",SSI Saint-Hippolyte,-74.0054987136738,45.8882274687503
"1226","2","673, montée Filion, Saint-Colomban J5K1E6",SSI Saint-Colomban,-74.0880141791794,45.7576124529446
"1227","1","1680, chemin du Village, Saint-Adolphe-d'Howard J0T2B0",SSI Saint-Adolphe-d'Howard,-74.3295936845743,45.9653028177126
"1209","17","20 rue Duckett, Les Coteau J7X 1L5",SSI Coteau-du-Lac,-74.2303234922886,45.2767604593606
"1230","2","380, chemin des Montfortains, Wentworth-Nord J0T1Y0",SSI Wentworth-Nord,-74.3511696102056,45.8699522454607
"1400","8",850 Avenue de Buckingham Gatineau J8L2H9,SSI Gatineau,-75.4126330378099,45.5721377251756
"391","13",2 Rue Roy Sainte-Rose-de-Watford G0R4G0,SSI Sainte-Rose-de-Watford,-70.4284437111864,46.3205265027769
"1415","3",24 Rue Church Pontiac J0X2V0,SSI Pontiac,-76.2323289575609,45.5198874167044
"1141","28","23, rue de la Fabrique, Sainte-Angèle-de-Mérici, G0J 2H0",SSI Mont-Joli,-68.0833263551398,48.5266002675079
"1232","31","1264, boul. Jacques-Cartier, Mont-Joli G5H2T1",SSI Mont-Joli,-68.1983203598397,48.5919098747595
"1413","1",1491 Route 148 Pontiac J0X2G0,SSI Pontiac,-75.9043293994978,45.4317531285074
"1298",TEM-20,"200 rue Carrière, Témiscaming J0Z3R0",SSI Témiscaming,-79.0608722529428,46.7362939587453
"1295",TEM-04,71 Rue Principale Nord Notre-Dame-du-Nord J0Z3B0,SSI Notre-Dame-du-Nord,-79.4821631899041,47.5983285416177
"1296",TEM-01,664 Rue du Parc Ouest Rémigny J0Z3H0,SSI Rémigny,-79.2120669645824,47.7630505405389
"1411","4",1087 Chemin Cléo-Fournier La Pêche J0X1S0,SSI La Pêche,-76.193546743923,45.7559230036711
"1404","1",7 Chemin de l'Hôtel-de-Ville Chelsea J9B1W3,SSI Chelsea,-75.795939063843,45.5047127424281
"1229","400","2125, chemin Jean-Adam. Saint-Sauveur J0R1R2",SSI Saint-Sauveur,-74.1794052512856,45.8856877918573
"1228","2","1880, chemin Gémont, Saint-Adolphe-d'Howard J0T2B0",SSI Saint-Adolphe-d'Howard,-74.3901221774308,45.9226528250282
"1231","3","6644, route Principale, Wentworth-Nord J0T1Y0",SSI Wentworth-Nord,-74.482864778573,45.7741649355327
"1388","2",1 Route du Carrefour Val-des-Monts J8N4E9,,-75.7339132550669,45.66490304475
"1302","8",324 Route 111 La Corne J0Y1R0,SSI La Corne,-77.9953374085668,48.3547525584928
"1303","4","145, chemin du Moulin, Landrienne J0Y1V0",SSI Landrienne,-77.9523136495076,48.5485694261592
"1304","2",186 Avenue du Lac Preissac J0Y2E0,SSI Preissac,-78.4496816996824,48.283909029601
"1324","8",11371 Rue Notre-Dame Montréal-Est H1B2W5,SSI Montréal,-73.4962548930054,45.6315496481461
"767","5","2960, Boul. des Promenades, Sainte-Marthe-sur-le-Lac J0N1P0",SSI Deux-Montagnes/Ste-Marthe-sur-le-Lac,-73.9292566736954,45.5346833369767
"1273","6",656 Route des Campagnards Val-d'Or J9P0C2,SSI Val-d'Or,-77.6547493509496,48.1860657785462
"1391","3",161 Chemin de la Montagne Chelsea J9B1C2,SSI Chelsea,-75.8860524160109,45.4895986229547
"68","5","  225 rue Président Kennedy, Pintendre G6V 9J5",SSI Lévis,-71.152146179217,46.7793002777085
"1213","12","500, rue Forbes, Vaudreuil-Dorion J7V 0R1",SSI Vaudreuil-Dorion,-74.0473865604142,45.399815926276
"1254","12","503 rue D'Avaugour, Boucherville, J4B0L2",SSI Longueuil (SSIAL),-73.4309579570621,45.5881722057324
"1255","14","1595 rue Montarville, Saint-Bruno-de-Montarville J3V3T8",SSI Longueuil (SSIAL),-73.3404293837048,45.5257703047439
"1256","34","2980 boulevard Moïse-Vincent, Longueuil J3Z0C4",SSI Longueuil (SSIAL),-73.38849603,45.4837361638041
"1257","41","1505 rue Boudreau, Longueuil J4P2C1",SSI Longueuil (SSIAL),-73.503485555221,45.5123979725244
"1342","9",8100 Boulevard Saint-Michel Montréal H1Z3E2,SSI Montréal,-73.6101688625055,45.5637484701798
"1341","10",1445 Rue Saint-Mathieu Montréal H3H2H9,SSI Montréal,-73.5801455406759,45.4945669363594
"1348","16",1041 Rue Rachel Est Montréal H2J2J5,SSI Montréal,-73.5749028745009,45.5258129621959
"1329","19",2000 Avenue De Lorimier Montréal H2K4N9,SSI Montréal,-73.5579683610966,45.5279824530915
"1357","22",5455 Rue Antonio-Dagenais Montréal H1S2X3,SSI Montréal,-73.5859736735696,45.5828637182928
"1354","50",6490 30e Avenue (Montréal) Montréal H1T3G4,SSI Montréal,-73.5754570185467,45.5668631280533
"1346","5",75 Rue Ontario Est Montréal H2X1G9,SSI Montréal,-73.5668472941563,45.5122394056765
"1403","3",873 Montée Saint-Amour Cantley J8V3E3,SSI Cantley,-75.717280859304,45.5698038403415
"1402","2",40 Rue de Chamonix Est Cantley J8V3B2,SSI Cantley,-75.8417861349231,45.595065305808
"1410","3",7 Chemin de la Caserne La Pêche J0X3K0,SSI La Pêche,-76.2126501337413,45.6871200875127
"1074",20 - SD,420 rue Dupont Saint-Dominique Saint-Dominique J0H1L0,SSI Saint-Dominique,-72.8565003492458,45.5662461704272
"1532","21","101, rue Industrielle, Hébertville G8N1N3",RIM-Secteur Sud Lac-St-Jean-Est (R4913),-71.683743386573,48.3844605594656
"1383","14",8216 Boulevard Maurice-Duplessis Montréal H1E2Y5,SSI Montréal,-73.5862228209363,45.6336023514512
"1566","25","60, rue Principale Sud, Delson",Régie incendie de l'Alliance des Grandes-Seigneuries,-73.5396452800039,45.3774939881394
"1385","15",1255 Rue de la Sucrerie Montréal H3K3K7,SSI Montréal,-73.5609171345114,45.4844194758814
"1381","17",4240 Rue de Charleroi Montréal H1H1T3,SSI Montréal,-73.6372837471991,45.5934135172618
"1382","18",12012 Boulevard Rolland Montréal H1G3W1,SSI Montréal,-73.621504669398,45.616611009651
"1426","12",378 Route 105 Kazabazua J0X1X0,SSI Kazabazua,-76.0148587659755,45.9484691128898
"1379","21",6025 Boulevard Lavoisier Montréal H1P2Y9,SSI Montréal,-73.6002747741914,45.5972042835406
"1350","23",523 Place Saint-Henri Montréal H4C2S1,SSI Montréal,-73.5852566191307,45.4778200507963
"1417","2",49 Rue de l'Aqueduc Nord Déléage J9E3A1,SSI Déléage,-75.9633181544338,46.386234546418
"1386","2",552 Rue Notre-Dame Montebello J0V1L0,SSI Montebello,-74.9393827415987,45.6499905342509
"1425","11",942 Chemin du Poisson-Blanc Gracefield J0X1W0,SSI Gracefield,-75.9123153778351,46.0684824521537
"1397","5",535 Boulevard Gréber Gatineau J8T5R6,SSI Gatineau,-75.7020509678814,45.490373893479
"1380","28",7650 Boulevard de Châteauneuf Montréal H1K4H3,SSI Montréal,-73.5587248693001,45.6028391266375
"1392","8",801 Route 148 Lochaber-Partie-Ouest J0X3B0,SSI Lochaber-Partie-Ouest,-75.2622516126641,45.5941212695426
"1378","58",13 Rue du Centre-Commercial Montréal H8Y2N9,SSI Montréal,-73.8062958057876,45.5096526724108
"1374","63",530 Boulevard Bouchard Dorval H9S1B2,SSI Montréal,-73.7354409386409,45.4470563250552
"1375","67",911 Boulevard René-Lévesque Montréal N.D.,SSI Montréal,-73.534248643236,45.4692142293092
"1371","71",5500 Chemin du Bois-Franc Montréal H4S1A9,SSI Montréal,-73.7442003519121,45.4939541528952
"1372","72",2727 Boulevard Poirier Montréal H4R2E6,SSI Montréal,-73.7095763471171,45.5084313613344
"1373","73",820 Rue Saint-Germain (Saint-Laurent) Montréal H4L3R7,SSI Montréal,-73.6780429949522,45.512615085338
"1384","74",10 Avenue Roosevelt Mont-Royal H3R1Z4,SSI Montréal,-73.6407797907511,45.5152676091243
"1418","3",760 Route Principale Aumond J0W1W0,SSI Aumond,-75.8844984780548,46.4703604336724
"1422","7",55 Rue Principale Messines J0X2J0,SSI Messines,-76.022126281684,46.2398674845408
"1401","1",10 Chemin River Cantley J8V2Z9,SSI Cantley,-75.7840030433624,45.550133736129
"1406","1",870 Chemin Donaldson L'Ange-Gardien J8L0K8,SSI L'Ange-Gardien (Région 7),-75.454667282493,45.5902234951861
"1551","8",555 Curé-Labelle Ste-Rose Laval H7L2C1,SSI Laval,-73.7874591041396,45.5910980866797
"1552","2","1500 6e avenue, Saint-Georges",SSI Saint-Georges,-70.6784839008162,46.1162705935694
"1553","3","1812 95e rue, Saint-Georges",SSI Saint-Georges,-70.6770914855387,46.138506157183
"1554","4","672 avenue principale, Saint-Georges",SSI Saint-Georges,-70.7103182504242,46.0439047075742
"1095","1","39, rue du Parc, Saint-Benoît-Labre G0M1P0",SSI Saint-Benoît-Labre,-70.7871472464474,46.0697292377613
"1377","2",10 Chemin du Tour-de-l'Isle Montréal H3C0K7,SSI Montréal,-73.5347326082148,45.5189905622593
"1136","15","312, rue principale, Saint-Modeste",SSI Rivière-du-Loup,-69.4045849788444,47.8304852418532
"1438","12",45 Rue Boucher Ripon J0V1V0,SSI Ripon,-75.1017912026343,45.7857980233317
"1439","14",4 Rue du Bosquet Montpellier J0V1M0,SSI Montpellier,-75.1650274728313,45.854303637008
"1331","25",1212 Rue Drummond Montréal H3G1V7,SSI Montréal,-73.5730871757804,45.4978110616778
"1332","26",2151 Avenue du Mont-Royal Est Montréal H2H1K2,SSI Montréal,-73.571933009299,45.5360280348574
"1334","27",5353 Avenue Gatineau Montréal H3T1X2,SSI Montréal,-73.6219517390409,45.497391465169
"1353","29",5375 1e Avenue (Montréal) Montréal H1Y2Z8,SSI Montréal,-73.5761710131619,45.5453476006584
"1429","15",419 Chemin du Poisson-Blanc Denholm J8N9C8,SSI Denholm,-75.7605330552644,45.8124205998768
"1463","17",311 Rue de l'Hôtel-de-Ville Namur J0V1N0,SSI Namur,-74.9292483865369,45.8945465475639
"1459","18",559 Rue Baume Fort-Coulonge J0X1V0,SSI Fort-Coulonge,-76.7386245638412,45.8408587167562
"1443","21",595 Route 309 Val-des-Bois J0X3C0,SSI Val-des-Bois,-75.5934206541436,45.9152648657358
"1366","30",5 Avenue Laurier Ouest Montréal H2T2N2,SSI Montréal,-73.593242989951,45.522964964814
"1340","31",7041 Rue Saint-Dominique Montréal H2S3B7,SSI Montréal,-73.6156945768851,45.5347232920364
"1359","32",16101 Rue Sherbrooke Est Montréal H1A1E2,SSI Montréal,-73.4923671784918,45.6970521860197
"1431","1",2 Rue Thomas Fassett J0V1H0,SSI Fassett,-74.8676558702566,45.644509530451
"1480","1",494 rue de l'Aréna,SSI Akulivik,-78.1898969907248,60.8093280197958
"1325","33",6040 Boulevard Monk Montréal H4E3H6,SSI Montréal,-73.5954499348288,45.4578413687544
"1367","34",5369 Chemin de la Côte-Saint-Antoine Montréal H4A1P9,SSI Montréal,-73.6142558704388,45.4754521363096
"1476",,651 5e Rue Chibougamau G8P1T8,SSI Chibougamau,-74.3687113281804,49.9121066517904
"1437","10",20 Chemin McAlendin Mayo J8L4J7,SSI Mayo,-75.3442667741416,45.6628332950342
"1457","16",6 Rue Saint-Joseph L'Isle-aux-Allumettes J0X1M0,SSI Pontiac Ouest,-77.002897430285,45.8513710953022
"1442","20",2053 Chemin du Tour-du-Lac Lac-des-Plages J0T1K0,SSI Lac-des-Plages/St-Émile-de-Suffolk,-74.8874923455159,45.998154299147
"1475",,39 1re Avenue Chapais G0W1H0,SSI Chapais,-74.8595218315312,49.7837342311473
"1448","4",775 Route 366 Thorne J0X2A0,SSI Thorne,-76.3859197641048,45.7612633123284
"1432","3",7 Rue Saint-Pierre Notre-Dame-de-la-Paix J0V1P0,SSI Notre-Dame-de-la-Paix,-74.9655367292809,45.8074283391011
"1451",,833 Rue Principale Bryson J0X1H0,,-76.6227534946216,45.6779811783584
"1452",,8 Rue Brizard L'Île-du-Grand-Calumet J0X1J0,,-76.6115337920933,45.7189913623872
"1477",,500 Place Quévillon Lebel-sur-Quévillon J0Y1X0,SSI Lebel-sur-Quévillon,-76.9760236554619,49.052470386284
"1430","16",7 Chemin Paugan Low J0X2C0,SSI Low,-75.9452728571845,45.8106696569394
"1453","10",85 Rue Leslie Campbell's Bay J0X1K0,SSI Campbell's Bay,-76.5987543141927,45.7328527344828
"1465","6","5580, boulevard Dagenais Ouest Laval-Ouest Laval H7R1L9",SSI Laval,-73.8632436079236,45.5500222455162
"1478",,23 Rue Nottaway Matagami J0Y2A0,SSI Matagami,-77.6237790726234,49.7625478700238
"1472","9",1655 Des Laurentides Vimont Laval H7M2P3,SSI Laval,-73.7202520562812,45.5956070640209
"1481",,405 Majuqqaq Street,SSI Aupaluk,-69.6000253757204,59.3021987751737
"1467","2",3000 boulevard du Souvenir Chomedey Laval H7V4B4,SSI Laval,-73.7368268882522,45.5549461178925
"1482",,731 Qarmaq Road,SSI Inukjuak,-78.1082448290932,58.4523027219575
"1469","3",4111 Boulevard de la Concorde Est Laval H7E5A5,SSI Laval,-73.6544878297218,45.6021847077914
"1479",,255 Puppuq Street,SSI Kangirsuk,-70.0155914731058,60.0200349001518
"1464",,22 Rue de l'Église Portage-du-Fort J0X2T0,,-76.665672176525,45.5924215267511
"1474",,à définir,SSI Kuujjuaq,-68.4187687946591,58.1004389181143
"1471","7",6200 Des Laurentides  Auteuil Laval H7H1N5,SSI Laval,-73.7546981824957,45.6361500390073
"1468","1",53 boul. Des Laurentides  Pont-Viau Laval H7G2S9,SSI Laval,-73.6798798070374,45.5604664870008
"1470","5",7900 avenue Marcel-Villeneuve Saint-François Laval H7A4C5,SSI Laval,-73.598583354417,45.6716666420651
"1473","4",530 rue Principale Sainte-Dorothée Laval H7X1C8,SSI Laval,-73.8155661119276,45.5303552435854
"1483",,182 rue principale,SSI Ivujivik,-77.9155415244018,62.4152058653549
"1485",,322 Père Dion Road,SSI Kangiqsujuaq,-71.9523772910124,61.5992851042933
"1338","35",10827 Rue Lajeunesse Montréal H3L2E7,SSI Montréal,-73.6702900160458,45.5560171509667
"1492",Radisson,141 Avenue Jolliet Gouvernement régional d'Eeyou Istchee Baie-James J0Y2X0,SSI Baie-James (Radisson),-77.6224576555386,53.7949870021818
"1484",,450(B) Kuururjuaq Road,SSI Kangiqsualujjuaq,-65.9509970813186,58.6964464589064
"1486",,à définir,SSI Kuujjuarapik,-77.7634931161765,55.2796239961218
"1487",,à définir,SSI Puvirnituq,-77.2762107768714,60.0394559722072
"1488",,à définir,SSI Quaqtaq,-69.6289797431085,61.0465758943909
"1489",,à définir,SSI Salluit,-75.6444969800456,62.2011336413713
"1490",,à définir,SSI Tasiujaq,-69.9286603936062,58.6957663430873
"1491",,à définir,SSI Umiujaq,-76.5449688167894,56.5513310517489
"1505","5","686, rue Principale, Saint-Augustin G0W1K0",SSI Dolbeau-Mistassini,-71.9426948499473,48.805005808563
"1503","3","358, rue Principale, Sainte-Jeanne-d'Arc G0W1E0",SSI Dolbeau-Mistassini,-72.0893808007272,48.8617718858028
"1510","1","1442, avenue du Rocher, Normandin G8M3Y1",RIM-Le GÉANT (R4903),-72.5185676146642,48.8422604441672
"1509","2","561, chemin Principal, Saint-Edmond-les-Plaines G0W2M0",RIM-Le GÉANT (R4903),-72.5511081156958,48.9053103650255
"1508","3","96, avenue du Moulin, Saint-Thomas-Didyme G0W1P0",RIM-Le GÉANT (R4903),-72.6604940425019,48.9110380546973
"1494","42","126, rue Brassard, Bégin G0V1B0",SSI Bégin,-71.3600617519353,48.6757160129169
"1496","41","330, rue Gagnon, Saint-Ambroise G7P2P9",SSI Saint-Ambroise,-71.3215813517783,48.5538343410856
"1495","40","140, boulevard Saint-David, Saint-David-de-Falardeau G0V1C0",SSI Saint-David-de-Falardeau,-71.1110417288158,48.6206220772053
"1493","39","3611, boulevard Martel, Saint-Honoré G0V1L0",SSI Saint-Honoré,-71.0863205422797,48.5345915935352
"1516","38","384, route de Tadoussac, Saint-Fulgence G0V1S0",SSI Saint-Fulgence,-70.9382201078408,48.4541450160531
"1498","32","92, rue Saint-Jean-Baptiste, L'Anse-Saint-Jean G0V1J0",Régie du Fjord,-70.2281509542117,48.209934509141
"1511","1","2354, rue Saint-Dominique, Saguenay G7X7W7",SSI Saguenay,-71.2545868005649,48.4134035222617
"1512","2","2222, boulevard Mellon, Saguenay G7S4Y5",SSI Saguenay,-71.183111186804,48.4133898601192
"1514","4","642, boulevard Sainte-Geneviève, Saguenay G7G2E6",SSI Saguenay,-71.0767418010602,48.4443608681041
"1515","5","491, boulevard de la Grande-Baie Sud, Saguenay G7B2C9",SSI Saguenay,-70.8807572959431,48.3311241381807
"1521","3","599, rue Principale, Saint-Prime G8J1T2",SSI Saint-Félicien,-72.3362634030892,48.5929214996466
"1500","2","3176, rue Boutin, Saint-Félicien G8K3E1",SSI Saint-Félicien,-72.4134453605863,48.7283597129367
"1519","4","5000, rue des Peupliers, La Doré G8J1E8",SSI Saint-Félicien,-72.6493294549787,48.7138839154711
"1501","5","530, boulevard Marcotte, Roberval G8H1Z6",SSI Roberval,-72.2241244446459,48.5091327929464
"1533","4","63, boulevard de la Montagne, Chambord G0W1G0",SSI Roberval,-72.064322088758,48.4276681370849
"1531","3","118, rue Principale, Saint-André-du-Lac-Saint-Jean G0W2K0",SSI Roberval,-71.9908623348037,48.3185095859937
"1527","1","186, rue Principale, Lac-Bouchette G0W1V0",SSI Roberval,-72.1821132451994,48.2627166478298
"1506","1","70, rue Notre-Dame Ouest, Alma G8B2K1",SSI Alma,-71.6489006334095,48.5387449332345
"1518","31","199, rue Principale, Saint-Nazaire G0W2V0",RIM-Secteur Nord Lac-St-Jean-Est (R4912),-71.5501132315661,48.5880338563132
"1522","33","100, rue Principale, Lamarche G0W1X0",RIM-Secteur Nord Lac-St-Jean-Est (R4912),-71.4264718741908,48.790902283599
"1523","34","1000, 1re Rue Est, L'Ascension-de-Notre-Seigneur G0W1Y0",RIM-Secteur Nord Lac-St-Jean-Est (R4912),-71.6701832819476,48.6918539970291
"1526","36","101, rue de Honfleur, Sainte-Monique G0W2T0",RIM-Secteur Nord Lac-St-Jean-Est (R4912),-71.8502172305507,48.7424974596856
"1528","37","739, rue Gaudreault, Saint-Ludger-de-Milot G0W2B0",RIM-Secteur Nord Lac-St-Jean-Est (R4912),-71.8200873046492,48.8969796387119
"1538","24","270, rue de Quen, Saint-Gédéon G0W2P0",RIM-Secteur Sud Lac-St-Jean-Est (R4913),-71.7765723278784,48.4927782966587
"1535","25","87, rue Saint-André, Métabetchouan - Lac-à-la-Croix G8G1A1",RIM-Secteur Sud Lac-St-Jean-Est (R4913),-71.8716933388132,48.427963024444
"1530","26","925, rue Hébert, Desbiens G0W1N0",RIM-Secteur Sud Lac-St-Jean-Est (R4913),-71.9503166429411,48.418253756185
"1541","35","105, rue Paquet, Ferland-et-Boilleau G0V1H0",Régie du Fjord,-70.8498539131251,48.1785670977222
"1336","37",795 Rue Jarry Est Montréal H2P1W3,SSI Montréal,-73.6267575593082,45.5463734869709
"78","4","  1, Place Chamberland, Saint-Étienne GJ 1M7",SSI Lévis,-71.2995739768564,46.652588624383
"1544","2","173, boulevard Saint-Michel, Dolbeau-Mistassini G8L4N9",SSI Dolbeau-Mistassini,-72.203363616937,48.8938890836115
"1543","36","709, rue Gauthier, Larouche G0W1Z0",SSI Larouche,-71.525220920424,48.4491906993498
"1539","33","319, rue Principale, Rivière-Éternité G0V1P0",Régie du Fjord,-70.4321141342973,48.257525065863
"1545","34","455, rue Principale, Saint-Félix-d'Otis G0V1M0",Régie du Fjord,-70.6248333513133,48.2728575517269
"1540","23","400, Avenue Saint-Alphonse, Saint-Bruno G0W2L0",RIM-Secteur Sud Lac-St-Jean-Est (R4913),-71.6566499360774,48.4687014341439
"1312","7",22 Rue Principale Est Roquemaure J0Z3K0,SSI Roquemaure,-79.4042114221035,48.6041388255248
"1313","5",200 Rue Monseigneur-Rhéaume Sainte-Germaine-Boulé J0Z1M0,SSI Sainte-Germaine-Boulé,-79.1149528290706,48.5996936699783
"1314","10",796 Route du 3e-au-4e-Rang Sainte-Hélène-de-Mancebourg J0Z2T0,SSI Sainte-Hélène-de-Mancebourg,-79.2983154099414,48.7505790044462
"1315","3",13 Rue Principale Taschereau J0Z3N0,SSI Taschereau,-78.6810236690487,48.6618538630638
"1317","4",1199 Chemin Sullivan Val-d'Or J9P4G7,SSI Val-d'Or,-77.8087391784438,48.1046405316892
"1267","8",295 Rue de l'Harricana Malartic J0Y1Z0,SSI Malartic,-78.1171734303702,48.1391108889582
"1271","9",740 Route Saint-Paul Nord Rivière-Héva J0Y2H0,SSI Rivière-Héva,-78.2165294462802,48.2378091762895
"1272","2",561 10e Avenue Senneterre J0Y2M0,SSI Senneterre,-77.240987361618,48.3905264593897
"1547","2","470 Boulevard des Capucins, Québec, G1J3R8",SSI Québec,-71.2206919106885,46.8259756662732
"1548","17","2681 boulevard Louis-XIV, Québec G1C1C7",SSI Québec,-71.1870027353442,46.8995925219329
"616","18",275 rue Nelson  Saint-Denis-sur-Richelieu J0H1K0,SSI Saint-Denis-sur-Richelieu,-73.1588461066788,45.7850608131393
"1349","38",14201 Rue Sherbrooke Est Montréal H1A1C7,SSI Montréal,-73.5051211334361,45.6722214018242
"1337","39",2915 Rue Monsabré Montréal H1N2L1,SSI Montréal,-73.5433184970307,45.5725217899595
"1347","40",8639 Avenue Pierre-De Coubertin Montréal H1L2E7,SSI Montréal,-73.5226894001616,45.6013402913835
"1368","41",7405 Avenue Champagneur Montréal H3N2K1,SSI Montréal,-73.6263826158217,45.5276302734159
"1427","13",6 Chemin Lachapelle Cayamant J0X1Y0,SSI Cayamant,-76.2450600502824,46.1355513887804
"1450","6",10 Chemin Jondee Alleyn-et-Cawood J0X1P0,SSI Kazabazua,-76.1586245112727,45.924642288675
"1460","8",46 Rue du Pont Bouchette J0X1E0,SSI Bouchette,-75.9523097870466,46.2043816512354
"1456","15",125 Rue King L'Isle-aux-Allumettes J0X1M0,SSI Pontiac Ouest,-77.0741405987408,45.9106086704816
"1433","4",119 Rue Principale Saint-André-Avellin J0V1W0,SSI Saint-André-Avellin,-75.0545455327653,45.7248637124992
"1393","1",425 Boulevard Wilfrid-Lavigne Gatineau J9H6H9,SSI Gatineau,-75.8385447703209,45.3976086259351
"1398","7",475 Avenue du Cheval-Blanc Gatineau J8P6P4,SSI Gatineau,-75.5812347608618,45.4981797713168
